INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,CCUGPROF,ADM_RATE,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,COSTT4_A,COSTT4_P,PCTFLOAN,GRAD_DEBT_MDN,FEMALE,MEDIAN_HH_INC,UGDS_MEN,UGDS_WOMEN,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MD_EARN_WNE_P10,MD_EARN_WNE_P6,TRANS_4,CONTROL,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD
University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,35.79293,-91.616123,2,NULL,NULL,0,0,0,0,0,0,0,0,0.0621,0,0,0,0,0,0,0.2363,0,0,0,0,0,0,0,0,0,0,0,0.0048,0,0,0,0.043,0.0406,0,0,0.5155,0.0979,0,1054,0.002,0.002,0.9424,0.0313,0.0059,0.0068,0.0098,7914,NULL,0.2076,9350,0.64461738,41751.68,0.3311,0.6689,95.19000244,2.190000057,0.460000008,1.350000024,7.760000229,4.5,98.51000214,23800,22900,NULL,1,0.8425,0.0351,0.0626,0.0038,0.0047,0.0009,0.0503,0,0,0,0,0,0,0
Harding University,Searcy,AR,72149-5615,35.249605,-91.729008,14,0.992,1135,0,0,0,0,0.0529,0,0.0572,0,0.1273,0.0227,0,0.0108,0.0216,0,0.0054,0.0787,0,0.0291,0.0076,0,0.0054,0.068,0,0.0367,0.0065,0,0.0539,0.0129,0.0388,0.0129,0,0,0,0,0.0496,0.1327,0.1607,0.0086,4450,0.0445,0,0.8903,0.0359,0.0043,0.0116,0.0136,27205,NULL,0.5576,27000,0.561812298,61757.88,0.4481,0.5519,84.52999878,8.899999619,1.820000052,5.730000019,16.09000015,8.180000305,94.29000092,38600,32300,0,2,0.8301,0.0438,0.0353,0.0067,0.0076,0,0.018,0.0582,0.0002,0,0,0,0,0
Henderson State University,Arkadelphia,AR,71999-0001,34.127792,-93.060313,13,0.6334,988,0,0,0,0,0.0327,0,0.0091,0,0.1434,0.0018,0,0.0018,0.0381,0,0.0073,0.1307,0,0.0363,0.0091,0,0,0.0526,0,0,0.02,0,0.0871,0.0018,0.0345,0.0381,0,0,0,0.0399,0.078,0.0653,0.167,0.0054,3096,0.0207,0.005,0.8045,0.1452,0.0057,0.0091,0.0097,19037,NULL,0.6087,19500,0.536427415,45548.96,0.4302,0.5698,78.79000092,16.47999954,0.769999981,4.300000191,10.52000046,5.699999809,96.33000183,34900,25400,0.2552,1,0.6586,0.2384,0.0397,0.0084,0.0045,0,0.0368,0.0116,0.0019,0,0,0,0,0
Hendrix College,Conway,AR,72032-3080,35.09972,-92.442021,14,0.8238,1270,0,0.0241,0,0,0,0,0.0345,0,0,0,0,0.0379,0,0,0.0966,0,0,0.1931,0.0138,0,0.0276,0.0103,0.0414,0,0.0655,0,0.0931,0,0,0.2,0,0,0,0,0.0414,0.0552,0.0379,0.0276,1303,0.0115,0.101,0.7919,0.0461,0.0248,0.008,0.0168,54087,NULL,0.4939,27000,0.533333333,63550.03,0.4697,0.5303,81.62000275,11.77000046,2.00999999,5.559999943,19.35000038,11.05000019,93.79000092,40600,27800,0,2,0.7782,0.0499,0.0491,0.046,0.0054,0.0008,0.0276,0.0345,0.0084,0.7861,0.0337,0.0344,0.0076,0.0358
Hot Springs Beauty College,Hot Springs,AR,71901,34.496287,-93.038381,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0.8421,0.1579,0,0,0,NULL,13232,0.6486,PrivacySuppressed,PrivacySuppressed,44560.1,0.0263,0.9737,88.45999908,8.449999809,0.439999998,2.309999943,10.39999962,5.630000114,97.37000275,15400,PrivacySuppressed,NULL,3,0.7895,0.1316,0.0789,0,0,0,0,0,0,0.8551,0.058,0,0,0.087
Jefferson Regional Medical Center School of Nursing,Pine Bluff,AR,71603,34.187831,-92.018045,-2,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67,0,0,0.5854,0.4146,0,0,0,NULL,NULL,0.6911,17937,PrivacySuppressed,44278.02,0.1493,0.8507,66.30000305,31.44000053,0.479999989,1.320000052,9.380000114,3.970000029,98.52999878,42000,PrivacySuppressed,NULL,2,0.8806,0.1194,0,0,0,0,0,0,0,0,0,0,0,0
John Brown University,Siloam Springs,AR,72761,36.191077,-94.559088,15,0.7376,1209,0,0,0,0,0.043,0,0,0,0.0841,0.0523,0.0019,0.0093,0.0505,0,0.0206,0.0168,0,0.0393,0.0019,0,0.0168,0.0318,0.0019,0.0393,0.0206,0,0.0243,0,0,0.0056,0,0,0,0,0.0972,0,0.4206,0.0224,1684,0.0883,0.0057,0.844,0.0192,0.0078,0.0135,0.0214,35706,NULL,0.4603,21943,0.6025,56884.69,0.424,0.576,85.83999634,5.010000229,1.559999943,6.519999981,15.05000019,7.420000076,94.12000275,46200,36300,0,2,0.7441,0.0243,0.0594,0.016,0.0214,0.0006,0.0303,0.057,0.0469,0,0,0,0,0
Lees School of Cosmetology,North  Little Rock,AR,72114-3800,34.781993,-92.296729,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.9,0.1,0,0,0,NULL,16546,0.5143,PrivacySuppressed,PrivacySuppressed,52633.44,0.1364,0.8636,75.40000153,21.28000069,0.810000002,1.929999948,14.39000034,7.480000019,96.98000336,PrivacySuppressed,PrivacySuppressed,NULL,3,0.3182,0.6364,0,0,0,0,0,0,0.0455,0.7027,0.2973,0,0,0
Career Academy of Hair Design,Springdale,AR,72764-7128,36.16757,-94.131834,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0.8,0.0286,0.0286,0.0571,0.0857,NULL,15612,0.6895,7885,0.93030303,50797.95,0.0484,0.9516,88.47000122,2.24000001,1.299999952,8.609999657,14.35999966,7.849999905,92.26000214,19300,PrivacySuppressed,NULL,3,0.8226,0.0645,0.1129,0,0,0,0,0,0,0,0,0,0,0
Academy of Salon and Spa,Fort Smith,AR,72901,35.380891,-94.416327,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0.9545,0,0,0,0.0455,NULL,16528,0.4276,9833,PrivacySuppressed,43968.6,0.0141,0.9859,85.98000336,3.400000095,1.840000033,5.300000191,8.529999733,4.440000057,95.51000214,PrivacySuppressed,13800,NULL,3,0.7042,0.0845,0,0,0.2113,0,0,0,0,0,0,0,0,0
Arkansas State University Mid-South,West Memphis,AR,72301-3829,35.145736,-90.22285,1,NULL,NULL,0,0,0,0,0,0,0.0264,0,0.029,0,0.0053,0,0,0,0,0.2216,0,0,0,0,0.0264,0,0,0,0,0,0,0,0,0,0,0.1187,0.1372,0,0.0554,0.3087,0.0712,0,978,0.0054,0,0.4703,0.5189,0.0054,0,0,12056,NULL,0,PrivacySuppressed,0.621359223,41452.41,0.3466,0.6534,51.40000153,46.43000031,0.479999989,1.5,9,3.980000019,98.44999695,21500,16400,NULL,1,0.3374,0.5654,0.0051,0.0174,0.0051,0.001,0.0634,0.0051,0,0,0,0,0,0
Arkansas Northeastern College,Blytheville,AR,72316-1109,35.897362,-89.922491,1,NULL,NULL,0,0,0,0,0,0,0,0,0.0525,0,0.0892,0,0,0,0,0.1024,0,0,0,0,0.0079,0,0,0,0,0,0,0.021,0,0,0.0079,0.0761,0.0945,0,0,0.5144,0.0341,0,1014,0,0,0.7136,0.2672,0.0081,0,0.0111,9990,NULL,0,PrivacySuppressed,0.660855785,37938.88,0.3452,0.6548,72.08999634,25.26000023,0.349999994,2.039999962,7.71999979,3.609999895,98.56999969,24600,20900,NULL,1,0.6134,0.3284,0.0385,0.0059,0.001,0,0.0118,0.001,0,0,0,0,0,0
Margaret's Hair Academy Inc,Monticello,AR,71655,33.629169,-91.7887,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16272,0.3288,8336.5,PrivacySuppressed,41362.64,0.0789,0.9211,85.87000275,9.880000114,0.649999976,3.029999971,11.03999996,5.159999847,96.98000336,15800,PrivacySuppressed,NULL,3,0.7105,0.2632,0,0,0,0,0,0,0.0263,0,0,0,0,0
New Tyler Barber College Inc,North Little Rock,AR,72114-4973,34.759076,-92.254108,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1,0,0,0,NULL,19334,0.2979,PrivacySuppressed,0.38372093,45287.22,0.678,0.322,55.20000076,41.13000107,0.870000005,2.339999914,12.72000027,6.5,96.97000122,14900,PrivacySuppressed,NULL,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
North Arkansas College,Harrison,AR,72601-5508,36.220528,-93.087317,2,NULL,NULL,0,0,0,0,0,0,0.037,0,0.0066,0,0.0238,0,0,0,0,0.317,0,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0.0291,0.0462,0.0964,0.0806,0,0.2536,0.0938,0,1502,0,0.0088,0.9664,0.0033,0.0039,0.0072,0.0105,9872,NULL,0.2075,8000,0.55360134,39024.26,0.4008,0.5992,95.69999695,0.99000001,0.300000012,2.660000086,7.880000114,3.799999952,97.51999664,25000,21500,NULL,1,0.8888,0.0033,0.0566,0.002,0.0067,0.0013,0.0386,0.0027,0,0,0,0,0,0
Northwest Technical Institute,Springdale,AR,72764,36.178617,-94.116433,-2,NULL,NULL,0,0,0,0,0,0,0.1533,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3267,0.1133,0,0,0.3333,0.04,0,186,0.0006,0,0.984,0.0063,0.0034,0.0006,0.0051,11731,NULL,0,PrivacySuppressed,0.36996337,48871.29,0.6613,0.3387,89.33999634,1.480000019,1.190000057,8.140000343,13.28999996,7.329999924,92.73000336,24400,29100,NULL,1,0.6828,0.0215,0.1989,0.0269,0.0269,0.0054,0,0,0.0376,0,0,0,0,0
Ouachita Baptist University,Arkadelphia,AR,71998-0001,34.125045,-93.052442,12,0.6845,1120,0,0,0,0,0.0799,0,0.0148,0,0.0858,0,0,0.0118,0,0,0.0148,0,0,0.1391,0.0207,0,0,0.071,0.0089,0.1213,0.0089,0,0.0444,0,0,0.0178,0,0,0,0,0.1124,0.0799,0.1331,0.0355,1471,0.0473,0,0.8991,0.0362,0.0058,0.0035,0.0082,33675,NULL,0.5789,22500,0.468497577,61306.22,0.4786,0.5214,78.98999786,12.77999973,2.369999886,7.630000114,15.76000023,7.510000229,93.31999969,38400,28600,0,2,0.8498,0.0727,0.0394,0.0075,0.0061,0.0014,0.0007,0.0224,0,0,0,0,0,0
College of the Ouachitas,Malvern,AR,72104-0816,34.378745,-92.821416,1,NULL,NULL,0,0,0,0,0,0,0.0409,0.0763,0.0109,0,0.0627,0,0,0,0,0.1499,0,0,0,0,0.0054,0,0,0,0,0,0,0.0763,0,0,0.015,0.0736,0.03,0,0,0.4196,0.0395,0,764,0,0.0036,0.8347,0.1508,0.0024,0.0012,0.0072,12416,NULL,0.1994,8797,0.711711712,46122.57,0.301,0.699,85.44000244,11.88000011,0.360000014,1.570000052,9.399999619,4.940000057,98.16999817,26200,22100,NULL,1,0.7539,0.1571,0.0432,0.0026,0.0039,0,0.038,0.0013,0,0,0,0,0,0
Ozarka College,Melbourne,AR,72556-0010,36.053031,-91.896355,2,NULL,NULL,0,0,0,0,0,0,0,0.016,0.07,0,0,0,0.036,0,0,0.108,0,0,0,0,0.06,0,0,0,0,0,0,0.026,0.02,0,0,0.028,0,0,0,0.554,0.082,0,842,0,0.0014,0.9756,0.0027,0.0054,0.0054,0.0095,11481,NULL,0.322,12353,0.698473282,34796.93,0.247,0.753,96.90000153,0.629999995,0.150000006,1.019999981,7.269999981,4.019999981,98.94000244,22800,16400,NULL,1,0.9739,0.0048,0.0119,0.0036,0.0036,0.0024,0,0,0,0,0,0,0,0
University of the Ozarks,Clarksville,AR,72830,35.477785,-93.467924,12,0.9677,1034,0,0.0513,0,0,0.0598,0,0,0,0.188,0,0,0.0171,0,0,0.0427,0.0427,0,0.094,0.0427,0,0,0,0.0085,0,0.0256,0,0.0256,0,0,0.0513,0,0,0,0,0.0427,0.0513,0.2564,0,640,0.1463,0,0.7894,0.0209,0.008,0.0177,0.0177,35792,NULL,0.4736,22540,0.490740741,51329.59,0.4797,0.5203,85.80000305,6.570000172,1.129999995,7.28000021,12.27000046,5.840000153,94.31999969,38700,25300,0,2,0.6563,0.0609,0.1031,0.0031,0.0094,0.0016,0.0391,0.1188,0.0078,0,0,0,0,0
University of Arkansas Community College-Morrilton,Morrilton,AR,72110,35.172136,-92.728507,2,0.6647,930,0,0,0,0,0,0,0.0212,0,0.0079,0,0.2368,0,0.0437,0,0,0.3399,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0.0741,0.0556,0,0.0106,0.1495,0.0595,0,1970,0.0053,0.0026,0.8704,0.0893,0.007,0.0105,0.0149,10306,NULL,0.3327,7468.5,0.596128171,44557.97,0.4137,0.5863,90.13999939,6.329999924,0.430000007,2.349999905,10.21000004,5.289999962,97.69000244,27100,23800,NULL,1,0.7508,0.0975,0.0614,0.0066,0.0051,0,0.0528,0.0213,0.0046,0.8412,0.0946,0.0094,0.0163,0.0381
Philander Smith College,Little Rock,AR,72202-3799,34.73666,-92.28242,11,NULL,NULL,0,0,0,0,0,0,0.018,0,0.018,0,0,0,0,0,0.036,0,0,0.0721,0.045,0,0,0.1081,0,0,0,0,0.0901,0,0.0811,0.1351,0,0,0,0,0,0,0.3964,0,584,0.0473,0,0.0047,0.9444,0,0,0.0036,26179,NULL,0.8216,31000,0.593103448,45434.78,0.3733,0.6267,48.08000183,46.15999985,1.419999957,4.929999828,11.63000011,6.199999809,95.18000031,23800,21300,0.0132,2,0.0017,0.9058,0.0103,0.0086,0.0017,0.0017,0.0171,0.0531,0,0,0,0,0,0
Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,34.544976,-90.617745,1,NULL,NULL,0.0048,0,0,0,0,0.0266,0.0121,0.0242,0.0387,0,0.0484,0,0.0218,0,0,0.1913,0,0,0,0,0,0,0,0,0,0,0,0.0508,0.0266,0,0,0,0.1138,0,0,0.3729,0.0678,0,708,0,0,0.5804,0.3997,0.0063,0.0047,0.0089,10321,NULL,0,4250,0.677204659,34872.94,0.2768,0.7232,53.47000122,44.65999985,0.360000014,1.460000038,8.140000343,3.660000086,98.91999817,21500,18600,NULL,1,0.4576,0.4986,0.0169,0.0056,0.0028,0.0014,0.0014,0,0.0155,0.5058,0.4701,0.0054,0.0023,0.0163
Southeast Arkansas College,Pine Bluff,AR,71603,34.209797,-92.024731,2,NULL,NULL,0,0,0,0,0,0,0.0227,0,0,0,0.0202,0,0.0327,0.005,0,0.1688,0,0,0,0,0.0151,0,0,0,0,0,0,0.0202,0,0,0,0.0302,0.0554,0,0,0.5365,0.0932,0,1357,0,0,0.5893,0.3934,0.0046,0.0036,0.0092,8102,NULL,0.2989,6889,0.657534247,42805.78,0.2845,0.7155,54.06000137,43.79999924,0.550000012,1.24000001,10.38000011,4.480000019,98.44999695,25000,20600,NULL,1,0.3861,0.5814,0.0177,0.0044,0.0022,0.0015,0.0066,0,0,0,0,0,0,0
Professional Cosmetology Education Center,El Dorado,AR,71730-4009,33.215124,-92.663131,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0.2778,0.7222,0,0,0,NULL,11030,0.9403,9833,PrivacySuppressed,39190.14,0.0244,0.9756,64.47000122,33.75,0.289999992,1.090000033,9.800000191,4.21999979,98.79000092,PrivacySuppressed,PrivacySuppressed,NULL,3,0.7805,0.1707,0.0244,0,0,0,0.0244,0,0,0.7674,0.2326,0,0,0
Pulaski Technical College,North Little Rock,AR,72118-3347,34.78243,-92.299729,2,NULL,NULL,0,0,0,0,0.0076,0,0,0.0854,0.0033,0,0.0043,0,0.0145,0.0087,0,0.5319,0,0,0,0.0051,0.0091,0,0,0,0,0,0,0.0011,0,0,0.0025,0.0503,0.0261,0.0051,0,0.1025,0.1427,0,6844,0,0,0.5722,0.402,0.009,0.0022,0.0146,14683,NULL,0.5906,16632,0.609661172,50007.22,0.3574,0.6426,63.70999908,32.43000031,0.920000017,2.480000019,13.78999996,7.050000191,96.65000153,28000,22200,NULL,1,0.4001,0.4828,0.0484,0.0115,0.0032,0.0012,0.0317,0.0028,0.0184,0,0,0,0,0
University of Arkansas Community College-Hope,Hope,AR,71801,33.64791,-93.584528,2,NULL,NULL,0,0,0,0,0,0,0.0323,0.0415,0.0015,0,0.0184,0,0.0384,0,0,0.3026,0,0,0,0,0.0184,0,0,0,0,0,0,0.0015,0,0,0,0.172,0.023,0,0,0.3011,0.0492,0,1043,0,0.0068,0.7177,0.2381,0.0034,0.0017,0.0323,13911,NULL,0,2250,0.668478261,38791.69,0.2915,0.7085,67.01000214,28.75,0.230000004,4.679999828,7.480000019,3.859999895,96.02999878,24000,19700,NULL,1,0.5062,0.4199,0.0623,0.0058,0.0038,0,0.0019,0,0,0,0,0,0,0
Rich Mountain Community College,Mena,AR,71953,34.590793,-94.2197,1,NULL,NULL,0,0,0,0,0.0045,0,0.0135,0.1441,0.009,0,0.018,0,0.0225,0,0,0.2027,0,0,0,0,0.0901,0,0,0,0,0,0,0,0,0,0,0,0.0811,0,0,0.3784,0.036,0,501,0,0,0.9682,0,0.0074,0.0095,0.0148,11423,NULL,0,PrivacySuppressed,0.640586797,35544.46,0.3014,0.6986,93.87999725,0.340000004,0.479999989,3.779999971,6.230000019,4.010000229,97.09999847,21300,16600,NULL,1,0.8563,0.002,0.0599,0.01,0.0279,0,0.0299,0.012,0.002,0.9122,0.0016,0.0251,0.0329,0.0282
Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,36.12681,-94.154191,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0.8889,0.1111,0,0,0,NULL,22788,0.5988,12000,0.915492958,47966.62,0.0648,0.9352,89.58999634,1.870000005,1.269999981,6.269999981,14.22999954,8.880000114,93.73000336,PrivacySuppressed,19000,NULL,3,0.8241,0.0556,0.0926,0.0185,0.0093,0,0,0,0,0.8676,0.0882,0.0294,0,0.0147
Searcy Beauty College,Searcy,AR,72143,35.237723,-91.73454,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.0159,0,0.873,0.0794,0.0159,0,0.0159,NULL,22385,0.3147,10000,PrivacySuppressed,42041.01,0.0192,0.9808,90.55999756,7.010000229,0.270000011,1.5,8.850000381,4.619999886,98.44000244,14200,12200,NULL,3,0.9231,0.0385,0.0385,0,0,0,0,0,0,0,0,0,0,0
Shorter College,N Little Rock,AR,72114,34.75933,-92.261331,3,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20759,NULL,0.8412,24250,0.585434174,NULL,0.339,0.661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0.0127,0.9831,0.0042,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
Williams Baptist College,Walnut Ridge,AR,72476,36.126825,-90.939876,13,0.6375,1010,0,0,0,0,0,0,0.0225,0,0.3034,0,0,0,0,0,0.0112,0.2809,0,0.0674,0,0,0,0,0,0.0449,0,0,0.1573,0,0,0,0,0,0,0,0,0,0.1124,0,490,0.0227,0,0.9288,0.0288,0,0.0091,0.0106,24697,NULL,0.6375,19000,0.471299094,42485.2,0.5061,0.4939,90.87000275,6.099999905,0.389999986,1.700000048,8.239999771,4.630000114,98.18000031,32100,27200,0,2,0.8306,0.0857,0.0408,0,0.0143,0,0,0.0286,0,0,0,0,0,0
South Arkansas Community College,El Dorado,AR,71731-7010,33.209446,-92.666087,2,NULL,NULL,0,0,0,0,0,0,0.0105,0.0479,0.0269,0,0,0,0,0,0,0.1347,0,0,0,0,0.0045,0,0,0,0,0.0344,0,0.0659,0,0,0,0.0793,0.1826,0,0.0015,0.3698,0.0419,0,1182,0.0011,0.0011,0.7348,0.2442,0.0044,0.0066,0.0077,14152,NULL,0.3644,9500,0.719278467,40724.53,0.2428,0.7572,65.55000305,32.06999969,0.360000014,1.769999981,10.22000027,4.199999809,98.22000122,27200,23600,NULL,1,0.5398,0.39,0.0584,0.0034,0.0042,0,0,0,0.0042,0.5992,0.3652,0.0033,0.0053,0.0152
Southern Arkansas University Main Campus,Magnolia,AR,71753,33.291195,-93.235087,11,0.6748,988,0.0577,0,0,0,0.017,0,0.0119,0,0.1053,0,0,0.0051,0,0,0.0051,0.1834,0,0.0611,0.0034,0,0,0.034,0,0,0.0458,0,0.0509,0.0458,0.0289,0.0068,0,0,0,0,0.0289,0.1121,0.1868,0.0102,2859,0.0399,0,0.7202,0.2183,0.0029,0.0058,0.0129,19970,NULL,0.4891,17020,0.582598472,42416.87,0.4376,0.5624,67.48000336,28.75,0.620000005,3.559999943,10.18999958,4.610000134,97.12999725,34300,27900,0,1,0.6327,0.2812,0.0304,0.0056,0.0059,0.0098,0,0.0339,0.0003,0.62,0.3045,0.0115,0.0056,0.0203
Southern Arkansas University Tech,Camden,AR,71701-1906,33.63037,-92.719498,1,NULL,NULL,0,0.0114,0,0,0,0.0021,0.0486,0,0.0052,0.0083,0.0103,0,0.0145,0,0,0.0631,0,0,0,0,0.0558,0,0,0,0,0,0,0.3495,0,0,0,0.0724,0.0672,0,0.0186,0.2441,0.029,0,697,0.0013,0.0089,0.6873,0.2785,0.0114,0.0089,0.0038,16936,NULL,0.0892,5500,0.534804754,39761.28,0.5222,0.4778,63.36000061,34.47999954,0.270000011,1.460000038,8.550000191,3.74000001,98.69000244,25800,22200,NULL,1,0.5968,0.34,0.0244,0.0043,0.0014,0.0014,0.0258,0.0029,0.0029,0,0,0,0,0
Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,34.735724,-92.289758,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,NULL,9885,0,PrivacySuppressed,PrivacySuppressed,46600.84,0.087,0.913,49.77000046,46.29999924,0.930000007,2.640000105,13.93000031,7.559999943,96.72000122,PrivacySuppressed,PrivacySuppressed,NULL,3,0.0435,0.913,0,0,0.0435,0,0,0,0,0,0,0,0,0
University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,35.385345,-94.374073,7,0.5581,NULL,0,0,0,0,0.0097,0.0049,0.0367,0,0.0804,0,0.0617,0.0035,0,0.0083,0.0146,0.124,0,0.0312,0.0042,0,0.1074,0,0,0,0.009,0,0.0319,0.0423,0,0,0,0.0478,0.0707,0,0.0194,0.1012,0.1684,0.0229,5754,0.003,0,0.8818,0.0384,0.0339,0.0259,0.017,13897,NULL,0.3666,14132,0.567053854,45327.2,0.4376,0.5624,85.94000244,3.970000029,1.950000048,4.769999981,9.079999924,4.760000229,95.13999939,31300,27600,0.1417,1,0.6983,0.0405,0.1071,0.0509,0.0249,0.0009,0.0634,0.0132,0.0009,0,0,0,0,0
Academy of Art University,San Francisco,CA,94105,37.787748,-122.400686,5,NULL,NULL,0,0,0.0099,0,0.0608,0.1196,0.0509,0,0.0066,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7482,0,0,0,8969,0.2718,0.0716,0.2539,0.024,0.1564,0.0164,0.2059,36786,NULL,0.5139,35000,0.589293747,74015.06,0.4261,0.5739,67.91000366,8.25,11.90999985,15.34000015,20.39999962,11.53999996,79.75,37700,25900,0.1975,3,0.2318,0.0677,0.1201,0.0777,0.0047,0.007,0.0284,0.2807,0.1818,0,0,0,0,0
ITT Technical Institute-Rancho Cordova,Rancho Cordova,CA,95670-6034,38.59172,-121.281506,6,0.9317,NULL,0,0,0,0,0,0,0.3171,0,0,0,0.2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683,0,0,0,0,0,0,0.0195,0.2439,0.0537,0,415,0.0987,0.042,0.5147,0.0861,0.105,0.0084,0.145,28541,NULL,0.732,25429,0.297485297,61874.98,0.8675,0.1325,67.33000183,7.199999809,8.409999847,20.02000046,14.18999958,6.570000172,82.81999969,38800,30200,0,3,0.4337,0.1253,0.1301,0.1108,0.0169,0.0024,0.0554,0,0.1253,0.5431,0.0164,0.0903,0.0178,0.1929
Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,37.806662,-122.272733,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Academy of Radio and TV Broadcasting,Huntington Beach,CA,92647,33.728895,-117.987666,-2,NULL,NULL,0,0,0,0,0.5789,0.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0.5302,0.1595,0.0086,0,0.3017,NULL,25595,0.8974,PrivacySuppressed,0.483516484,61944.01,0.4706,0.5294,55.34000015,11.01000023,7.659999847,38.47999954,13.56999969,6.630000114,72.38999939,29500,23700,NULL,3,0.2941,0.4706,0.2353,0,0,0,0,0,0,0.1974,0.2237,0.0263,0,0.5526
